valor_frete,cidade_cliente,estado_cliente,cidade_vendedor,estado_vendedor
102.2,jaboatao dos guararapes,PE,contagem,MG
102.13,campinas,SP,garulhos,SP
101.85,dracena,SP,jaragua do sul,SC
101.78,santo antonio da platina,PR,sao paulo,SP
101.7,petropolis,RJ,pedreira,SP
101.7,salto,SP,londrina,SP
101.63,janauba,MG,apucarana,PR
101.63,sobral,CE,luiz alves,SC
101.57,caxias do sul,RS,jaragua do sul,SC
101.56,campina grande,PB,blumenau,SC
101.52,curitiba,PR,suzano,SP
101.52,canoas,RS,suzano,SP
101.52,sete lagoas,MG,suzano,SP
101.3,jaragua do sul,SC,curitiba,PR
101.29,cajamar,SP,pinhais,PR
101.19,breves,PA,videira,SC
101.17,uruana,GO,rio de janeiro,RJ
101.09,jaboatao dos guararapes,PE,sao bernardo do campo,SP
101.03,belem,PA,paincandu,PR
100.85,matao,SP,arapongas,PR
100.84,quixada,CE,videira,SC
100.75,quissama,RJ,suzano,SP
100.68,itapetininga,SP,sao paulo,SP
100.68,taubate,SP,sao paulo,SP
100.14,gravatai,RS,araraquara,SP
99.97,marituba,PA,cafelandia,SP
99.88,curitiba,PR,ilicinea,MG
99.65,sao leopoldo,RS,guarulhos,SP
99.63,macapa,AP,santo andre,SP
99.56,palmas,TO,brasilia,DF
99.48,rio de janeiro,RJ,americana,SP
99.41,maraba,PA,itaquaquecetuba,SP
99.4,taboao da serra,SP,apucarana,PR
99.34,conceicao do araguaia,PA,curitiba,PR
99.31,linhares,ES,santos,SP
99.3,russas,CE,campo bom,RS
99.3,russas,CE,novo hamburgo,RS
99.14,belo horizonte,MG,santos,SP
99.14,cruzeiro do sul,RS,londrina,PR
98.98,santa cruz do capibaribe,PE,arapongas,PR
98.94,toledo,PR,caxias do sul,RS
98.87,santa maria,RS,curitiba,PR
98.87,santa maria,RS,curitiba,PR
98.81,sorocaba,SP,curitiba,PR
98.81,divisa nova,MG,niteroi,RJ
98.77,sao bernardo do campo,SP,sao paulo,SP
98.76,pelotas,RS,curitiba,PR
98.74,cachoeiro de itapemirim,ES,curitiba,PR
98.74,cachoeiro de itapemirim,ES,curitiba,PR
98.7,sao luis,MA,curitiba,PR
98.63,belem,PA,rolandia,PR
98.6,sobral,CE,sao paulo,SP
98.53,belo horizonte,MG,ibitinga,SP
98.48,iguaracu,PR,ibitinga,SP
98.47,santo antonio da patrulha,RS,sao paulo,SP
98.4,caxias do sul,RS,fernandopolis,SP
98.37,ouricuri,PE,americana,SP
98.35,vitoria,ES,mogi guacu,SP
98.34,carmo do paranaiba,MG,sao paulo,SP
98.32,santiago,RS,pinhais,PR
98.2,guaruja,SP,rio de janeiro,RJ
98.15,aracaju,SE,sao paulo,SP
98.13,ferraz de vasconcelos,SP,francisco beltrao,PR
98.06,rio de janeiro,RJ,claudio,MG
98.02,florianopolis,SC,cascavel,PR
98.02,brasilia,DF,claudio,MG
98.02,rio de janeiro,RJ,sao paulo,SP
98.02,sete lagoas,MG,mogi guacu,SP
98.02,campo grande,MS,cosmopolis,SP
98.02,rio de janeiro,RJ,sao paulo,SP
98.02,rio de janeiro,RJ,sao paulo,SP
98.02,rio de janeiro,RJ,cascavel,PR
98.02,belo horizonte,MG,ibitinga,SP
98.02,brasilia,DF,sao paulo,SP
98.02,vila velha,ES,barueri,SP
98.02,goiania,GO,florianopolis,SC
98.02,porto alegre,RS,taio,SC
97.95,curitiba,PR,suzano,SP
97.9,teresopolis,RJ,bauru,SP
97.78,goiania,GO,canoas,RS
97.74,piracicaba,SP,sao paulo,SP
97.72,recife,PE,ilicinea,MG
97.57,uruguaiana,RS,ibitinga,SP
97.56,volta redonda,RJ,sao paulo,SP
97.56,itaquirai,MS,sao paulo,SP
97.55,sao paulo,SP,rio de janeiro,RJ
97.46,santo angelo,RS,santa barbara d´oeste,SP
97.44,parnamirim,RN,fortaleza,CE
97.41,sao paulo,SP,sao paulo,SP
97.37,sao paulo,SP,rio de janeiro,RJ
97.32,cascavel,PR,natal,RN
97.32,campo grande,MS,pedreira,SP
97.28,sao jose do rio preto,SP,cascavel,PR
97.27,belo horizonte,MG,sao paulo,SP
97.16,nova lima,MG,cachoeirinha,RS
97.16,tucuma,PA,sao jose do rio preto,SP
97.08,duque de caxias,RJ,sao jose dos pinhais,PR
97.07,mineiros,GO,itaquaquecetuba,SP
97.04,marialva,PR,itaquaquecetuba,SP
97.04,cachoeiro de itapemirim,ES,itaquaquecetuba,SP
97.04,paranagua,PR,itaquaquecetuba,SP
96.9,fortaleza,CE,sao jose do rio preto,SP
96.84,altamira,PA,itaquaquecetuba,SP
96.82,sao paulo,SP,sao paulo,SP
96.82,pinhais,PR,santa barbara d´oeste,SP
96.79,nova lima,MG,assis,SP
96.71,recife,PE,barretos,SP
96.7,porto velho,RO,mogi guacu,SP
96.67,sao vicente,SP,california,PR
96.63,bento goncalves,RS,itaquaquecetuba,SP
96.63,pelotas,RS,itaquaquecetuba,SP
96.63,tavares,RS,itaquaquecetuba,SP
96.61,gurupi,TO,osasco,SP
96.55,bebedouro,SP,limeira,SP
96.55,palmeiras,BA,claudio,MG
96.5,sao paulo,SP,sao paulo,SP
96.41,rio de janeiro,RJ,arapongas,PR
96.41,coroata,MA,sao paulo,SP
96.28,extrema,RO,ribeirao preto,SP
96.2,goiania,GO,uba,MG
96.18,fortaleza,CE,itaquaquecetuba,SP
96.12,uberaba,MG,sao bento do sul,SC
95.95,pocos de caldas,MG,lages,SC
95.9,caete,MG,ibitinga,SP
95.89,campo maior,PI,campinas,SP
95.87,rolandia,PR,guarulhos,SP
95.87,rolandia,PR,guarulhos,SP
95.87,rolandia,PR,guarulhos,SP
95.83,palmeira,PR,teresopolis,RJ
95.83,campinas,SP,teresopolis,RJ
95.83,barueri,SP,teresopolis,RJ
95.83,campinas,SP,teresopolis,RJ
95.82,passa quatro,MG,scao jose do rio pardo,SP
95.82,passa quatro,MG,scao jose do rio pardo,SP
95.78,barueri,SP,francisco beltrao,PR
95.76,vitoria da conquista,BA,sao jose do rio preto,SP
95.47,pinheiro machado,RS,videira,SC
95.44,araguaina,TO,guarulhos,SP
95.42,aracaju,SE,mogi das cruzes,SP
95.31,mairipora,SP,rolandia,PR
95.23,franco da rocha,SP,rolandia,PR
95.09,sao vicente,SP,sao paulo,SP
95.05,taiobeiras,MG,sao jose do rio preto,SP
94.98,sapucaia do sul,RS,curitiba,PR
94.98,sapucaia do sul,RS,curitiba,PR
94.97,pocos de caldas,MG,caxias do sul,RS
94.94,uruacu,GO,ibitinga,SP
94.94,fortaleza,CE,sao paulo,SP
94.93,rio de janeiro,RJ,fortaleza,CE
94.78,curitiba,PR,california,PR
94.77,nova iguacu,RJ,ibitinga,SP
94.52,itabirito,MG,amparo,SP
94.52,itabirito,MG,amparo,SP
94.52,nova ipixuna,PA,nilopolis,RJ
94.51,nova ipixuna,PA,sao paulo,SP
94.47,fortaleza,CE,sao paulo,SP
94.16,governador valadares,MG,alfenas,MG
94.16,santana do araguaia,PA,sao paulo,SP
94.16,santana do araguaia,PA,sao paulo,SP
94.15,santo antonio de posse,SP,riberao preto,SP
94.09,catole do rocha,PB,sao paulo,SP
93.76,belo horizonte,MG,limeira,SP
93.75,ribeirao preto,SP,rio de janeiro,RJ
93.65,cachoeira do sul,RS,jaragua do sul,SC
93.61,sao jose dos campos,SP,limeira,SP
93.61,sao bernardo do campo,SP,limeira,SP
93.52,recife,PE,mogi das cruzes,SP
93.45,itajuba,MG,curitiba,PR
93.42,campinas,SP,londrina,PR
93.41,sapiranga,RS,diadema,SP
93.37,campo grande,MS,rio de janeiro,RJ
93.35,brasilia,DF,timoteo,MG
93.33,benevides,PA,itaquaquecetuba,SP
93.28,ibitinga,SP,luiz alves,SC
93.24,rio de janeiro,RJ,itatiba,SP
93.23,vila velha,ES,itaquaquecetuba,SP
93.19,maracas,BA,sao paulo,SP
93.16,sao paulo,SP,curitiba,PR
93.14,niteroi,RJ,itatiba,SP
93.14,volta redonda,RJ,curitiba,PR
93.08,rio branco,AC,sao paulo,SP
93.05,bom jesus da lapa,BA,sao paulo,SP
92.95,lucas do rio verde,MT,sao paulo,SP
92.95,ruy barbosa,BA,sao paulo,SP
92.88,miguel pereira,RJ,videira,SC
92.85,nova russas,CE,limeira,SP
92.84,sao luis,MA,fortaleza,CE
92.67,teresina,PI,santo angelo,RS
92.67,ananindeua,PA,santo angelo,RS
92.59,recife,PE,nova friburgo,RJ
92.58,sao paulo,SP,pinhais,PR
92.51,rio de janeiro,RJ,itaquaquecetuba,SP
92.47,sao paulo,SP,videira,SC
92.43,campinas,SP,videira,SC
92.36,porto velho,RO,sao paulo,SP
92.35,belem,PA,itaquaquecetuba,SP
92.34,osasco,SP,mandaguari,PR
92.34,osasco,SP,mandaguari,PR
92.28,curitiba,PR,mogi das cruzes,SP
92.24,campina grande,PB,itatiba,SP
92.16,passo fundo,RS,sao paulo,SP
92.1,rio de janeiro,RJ,mogi das cruzes,SP
92.03,araxa,MG,itaquaquecetuba,SP
92.01,tucurui,PA,balneario camboriu,SC
91.93,rio de janeiro,RJ,foz do iguacu,PR
91.84,natal,RN,jaragua do sul,SC
91.78,joao pessoa,PB,guanambi,BA
91.74,belem,PA,santa barbara d´oeste,SP
91.68,quatro bocas,PA,lauro de freitas,BA
91.68,corumba,MS,lauro de freitas,BA
91.68,registro,SP,lauro de freitas,BA
91.65,pato branco,PR,sao bernardo do campo,SP
91.44,joao pessoa,PB,itaquaquecetuba,SP
91.39,goiania,GO,sao paulo,SP
91.32,campos dos goytacazes,RJ,osasco,SP
91.32,piracicaba,SP,jaciara,MT
91.32,muriae,MG,curitiba,PR
91.28,boituva,SP,guanambi,BA
91.28,aruja,SP,guanambi,BA
91.24,teresina,PI,guarulhos,SP
91.19,barra mansa,RJ,itaquaquecetuba,SP
91.13,lagoa santa,MG,sbc/sp,SP
91.03,brasilia,DF,itaquaquecetuba,SP
90.98,claudio,MG,osasco,SP
90.98,tres de maio,RS,osasco,SP
90.95,rio claro,SP,vila velha,ES
90.95,abreu e lima,PE,araraquara,SP
90.92,belem,PA,curitiba,PR
90.9,sao paulo,SP,sao paulo,SP
90.89,morrinhos,CE,araraquara,SP
90.89,belem,PA,araraquara,SP
90.89,belem do sao francisco,PE,araraquara,SP
90.82,sorocaba,SP,videira,SC
90.81,cabo de santo agostinho,PE,araraquara,SP
90.8,rio de janeiro,RJ,guarulhos,SP
90.73,itajai,SC,sao paulo,SP
90.73,araxa,MG,sao paulo,SP
90.73,araxa,MG,sao paulo,SP
90.64,lajeado,RS,joinville,SC
90.62,guarai,TO,araraquara,SP
90.62,ico,CE,araraquara,SP
90.57,pouso alegre,MG,mogi das cruzes,SP
90.4,resende,RJ,araraquara,SP
90.4,rio de janeiro,RJ,sao paulo,SP
90.4,sao paulo,SP,lauro de freitas,BA
90.3,recife,PE,nova friburgo,RJ
90.3,recife,PE,nova friburgo,RJ
90.26,rio de janeiro,RJ,juiz de fora,MG
90.25,teresopolis,RJ,vila velha,ES
90.15,joao pessoa,PB,lages,SC
90.15,belem,PA,joao pinheiro,MG
90.12,palmeira das missoes,RS,ilicinea,MG
90.12,porto alegre,RS,ilicinea,MG
90.12,porto alegre,RS,ilicinea,MG
90.1,jundiai,SP,araguari,MG
90.07,petropolis,RJ,sao bernardo do campo,SP
90.07,petropolis,RJ,sao bernardo do campo,SP
90.06,rio de janeiro,RJ,ibitinga,SP
90.04,rio de janeiro,RJ,novo horizonte,SP
90.0,tarabai,SP,sao paulo,SP
90.0,curitiba,PR,mogi guacu,SP
89.99,rio de janeiro,RJ,ibitinga,SP
89.94,milagres,CE,pompeia,SP
89.93,lencois paulista,SP,uberlandia,MG
89.91,sao carlos,SP,curitiba,PR
89.88,santarem,PA,bento goncalves,RS
89.87,bento goncalves,RS,osasco,SP
89.86,paracatu,MG,itaquaquecetuba,SP
89.85,jau,SP,alfenas,MG
89.84,jacutinga,MG,duque de caxias,RJ
89.83,londrina,PR,sorocaba,SP
89.83,ananindeua,PA,campo largo,PR
89.82,ji-parana,RO,cariacica,ES
89.73,braganca paulista,SP,sao paulo,SP
89.73,braganca paulista,SP,sao paulo,SP
89.57,ponta pora,MS,guarulhos,SP
89.55,paraiba do sul,RJ,amparo,SP
89.5,conselheiro lafaiete,MG,sao jose do rio preto,SP
89.5,juiz de fora,MG,sao jose do rio preto,SP
89.48,goiania,GO,sao paulo,SP
89.44,uberaba,MG,ibitinga,SP
89.43,rio de janeiro,RJ,ibitinga,SP
89.39,rio de janeiro,RJ,araraquara,SP
89.39,porto alegre,RS,ilicinea,MG
89.38,pimenta bueno,RO,nova friburgo,RJ
89.36,congonhas,MG,sao jose do rio preto,SP
89.35,virgem da lapa,MG,sao paulo,SP
89.35,piranhas,GO,sao roque,SP
89.35,goiania,GO,sao roque,SP
89.34,caxias do sul,RS,vicosa,MG
89.29,piumhii,MG,ibitinga,SP
89.28,natal,RN,vicosa,MG
89.22,goiania,GO,ibitinga,SP
89.21,rio de janeiro,RJ,campo limpo paulista,SP
89.11,santarem,PA,sao jose dos pinhais,PR
89.1,belo horizonte,MG,rolandia,PR
88.96,manaus,AM,curitiba,PR
88.82,maceio,AL,canoas,RS
88.82,imperatriz,MA,itaquaquecetuba,SP
88.82,imperatriz,MA,itaquaquecetuba,SP
88.76,joao pessoa,PB,jau,SP
88.7,brasilia,DF,santo antonio de posse,SP
88.69,joao monlevade,MG,sao paulo,SP
88.68,jundiai,SP,ribeirao preto,SP
88.62,jundiai,SP,ribeirao preto,SP
88.57,sao paulo,SP,itaquaquecetuba,SP
88.57,sao paulo,SP,itaquaquecetuba,SP
88.57,sao paulo,SP,itaquaquecetuba,SP
88.57,sao paulo,SP,itaquaquecetuba,SP
88.56,macau,RN,sao paulo,SP
88.55,salvador,BA,brusque,SC
88.55,santo antonio do leste,MT,brusque,SC
88.5,feira de santana,BA,uba,MG
88.48,salvador,BA,lages,SC
88.46,uruacu,GO,sao jose dos pinhais,PR
88.37,sapiranga,RS,uba,MG
88.37,parauapebas,PA,sao paulo,SP
88.35,rondon do para,PA,ilicinea,MG
88.33,porto alegre,RS,lages,SC
88.33,rio de janeiro,RJ,sao paulo,SP
88.33,sapucaia do sul,RS,lages,SC
88.32,santa cruz do rio pardo,SP,cachoeirinha,RS
88.24,itabuna,BA,ilicinea,MG
88.22,presidente dutra,MA,itaquaquecetuba,SP
88.21,palmeira dos indios,AL,ilicinea,MG
88.18,linhares,ES,ilicinea,MG
88.09,sao luis,MA,sao paulo,SP
88.06,porto velho,RO,ilicinea,MG
88.05,natal,RN,ilicinea,MG
88.05,imperatriz,MA,itaquaquecetuba,SP
88.05,imperatriz,MA,itaquaquecetuba,SP
88.04,teresina,PI,cachoeiro de itapemirim,ES
88.02,campina grande,PB,mesquita,RJ
88.0,juripiranga,PB,mesquita,RJ
88.0,brasilia,DF,videira,SC
87.99,guarai,TO,santa barbara d´oeste,SP
87.93,brasilia,DF,curitiba,PR
87.93,brasilia,DF,curitiba,PR
87.87,cajazeiras,PB,itatiba,SP
87.84,rio de janeiro,RJ,sao jose do rio preto,SP
87.83,linhares,ES,teixeira soares,PR
87.81,belem,PA,divinopolis,MG
87.81,belem,PA,divinopolis,MG
87.77,tarumirim,MG,sao jose do rio preto,SP
87.74,sao jose dos campos,SP,lages,SC
87.73,quata,SP,birigui,SP
87.71,sao goncalo do para,MG,prados,MG
87.71,sao goncalo do para,MG,prados,MG
87.65,santa quiteria,CE,mogi guacu,SP
87.62,barreiros,PE,lauro de freitas,BA
87.58,jaboticabal,SP,sao paulo,SP
87.58,aguai,SP,sao bernardo do campo,SP
87.54,aracaju,SE,sao bernardo do campo,SP
87.42,belo horizonte,MG,itatiba,SP
87.42,rio de janeiro,RJ,itatiba,SP
87.41,sao paulo,SP,sao paulo,SP
87.41,sao paulo,SP,sao paulo,SP
87.41,sao paulo,SP,sao paulo,SP
87.37,belem,PA,sao paulo,SP
87.33,madre de deus,BA,tabatinga,SP
87.33,feira de santana,BA,londrina,PR
87.28,nilopolis,RJ,arapongas,PR
87.28,americo brasiliense,SP,indaial,SC
87.26,valenca,BA,londrina,PR
87.23,belo horizonte,MG,arapongas,PR
87.22,belo horizonte,MG,itatiba,SP
87.19,armacao dos buzios,RJ,santa barbara d´oeste,SP
87.18,maringa,PR,americana,SP
87.16,amparo,SP,suzano,SP
87.12,vinhedo,SP,curitiba,PR
87.11,sao jose de ribamar,MA,itaquaquecetuba,SP
87.07,ribeirao preto,SP,pedreira,SP
87.06,sao luis,MA,belo horizonte,MG
87.01,atalanta,SC,ibitinga,SP
86.98,luziania,GO,santa barbara d´oeste,SP
86.98,blumenau,SC,santa barbara d´oeste,SP
86.98,lages,SC,santa barbara d´oeste,SP
86.98,ipatinga,MG,santa barbara d´oeste,SP
86.98,petropolis,RJ,santa barbara d´oeste,SP
86.97,marechal candido rondon,PR,santa barbara d´oeste,SP
86.97,papucaia,RJ,videira,SC
86.96,lauro de freitas,BA,sao paulo,SP
86.85,crateus,CE,luziania,GO
86.8,belo horizonte,MG,belo horizonte,MG
86.8,barra do garcas,MT,uberlandia,MG
86.79,posse,GO,lages,SC
86.77,taubate,SP,amparo,SP
86.77,arroio do sal,RS,curitiba,PR
86.74,sao gotardo,MG,ibitinga,SP
86.73,sao gotardo,MG,ibitinga,SP
86.7,natal,RN,baependi,MG
86.7,itauba,MT,vicosa,MG
86.69,joao pessoa,PB,santo angelo,RS
86.66,cachoeira do sul,RS,ouro preto,MG
86.66,sao paulo,SP,limeira,SP
86.66,cotia,SP,limeira,SP
86.61,santa barbara,MG,sao bento do sul,SC
86.6,guapore,RS,ribeirao preto,SP
86.6,guapore,RS,ribeirao preto,SP
86.6,guapore,RS,ribeirao preto,SP
86.6,guapore,RS,ribeirao preto,SP
86.56,arapoti,PR,itaquaquecetuba,SP
86.56,arapoti,PR,itaquaquecetuba,SP
86.54,maringa,PR,uba,MG
86.53,monte verde,MG,ibitinga,SP
86.53,petropolis,RJ,ibitinga,SP
86.49,rio pomba,MG,itaquaquecetuba,SP
86.49,rio pomba,MG,itaquaquecetuba,SP
86.46,rio de janeiro,RJ,lages,SC
86.41,salvador,BA,guarulhos,SP
86.36,salvador,BA,sao paulo,SP
86.36,salvador,BA,sao paulo,SP
86.34,salvador,BA,sao jose do rio preto,SP
86.34,salvador,BA,sao jose do rio preto,SP
86.34,aracati,CE,sao paulo,SP
86.33,curitiba,PR,monte siao,MG
86.29,sao joao del rei,MG,santo antonio de posse,SP
86.29,belo horizonte,MG,sao paulo,SP
86.25,juiz de fora,MG,pedreira,SP
86.25,porto alegre,RS,ilicinea,MG
86.23,santa maria,RS,baependi,MG
86.21,vila velha,ES,curitiba,PR
86.21,sao leopoldo,RS,itatiba,SP
86.21,boa vista,RR,guanambi,BA
86.2,sao paulo,SP,caxias do sul,RS
86.06,rio de janeiro,RJ,sao jose do rio preto,SP
85.97,brasilia,DF,itaquaquecetuba,SP
85.86,sapiranga,RS,monte siao,MG
85.81,campinas,SP,sao paulo,SP
85.81,jundiai,SP,sao paulo,SP
85.81,praia grande,SP,sao paulo,SP
85.76,rio de janeiro,RJ,sao paulo,SP
85.76,rio de janeiro,RJ,sao paulo,SP
85.76,rio de janeiro,RJ,sao paulo,SP
85.75,campo grande,MS,pacatuba,CE
85.71,barreiras,BA,santo andre,SP
85.7,fortaleza,CE,bandeirantes,PR
85.69,curitiba,PR,sao paulo,SP
85.61,araguaina,TO,bento goncalves,RS
85.59,florianopolis,SC,divinopolis,MG
85.59,florianopolis,SC,divinopolis,MG
85.47,sao paulo,SP,salto,SP
85.47,sao paulo,SP,salto,SP
85.47,santo andre,SP,salto,SP
85.37,natividade,TO,braco do norte,SC
85.34,salvador,BA,belo horizonte,MG
85.27,santos,SP,santos,SP
85.26,pindamonhangaba,SP,curitiba,PR
85.25,sorocaba,SP,sao paulo,SP
85.25,sorocaba,SP,sao paulo,SP
85.25,macambira,SE,pinhais,PR
85.21,recife,PE,sao bernardo do campo,SP
85.16,tijucas,SC,sao paulo,SP
85.16,acreuna,GO,brusque,SC
85.02,sao miguel do guama,PA,bombinhas,SC
84.96,vilhena,RO,sao paulo,SP
84.94,boa vista,RR,bombinhas,SC
84.93,paranavai,PR,uberlandia,MG
84.93,vila velha,ES,uberlandia,MG
84.87,belem,PA,bombinhas,SC
84.85,curitiba,PR,belo horizonte,MG
84.71,missal,PR,umuarama,PR
84.68,teresina,PI,carazinho,RS
84.66,santa barbara,MG,ribeirao preto,SP
84.66,bento goncalves,RS,rio de janeiro,RJ
84.65,balneario camboriu,SC,limeira,SP
84.63,osorio,RS,sao luis,MA
84.63,vila flores,RS,sao luis,MA
84.63,tuparendi,RS,sao luis,MA
84.61,colniza,MT,mogi guacu,SP
84.6,sao borja,RS,recife,PE
84.6,conceicao da feira,BA,ferraz de vasconcelos,SP
84.6,cabixi,RO,recife,PE
84.59,conceicao da feira,BA,ferraz de vasconcelos,SP
84.58,picarra,PA,sao paulo,SP
84.58,machadinho d'oeste,RO,sao paulo,SP
84.58,ibitita,BA,paincandu,PR
84.57,belo horizonte,MG,pedreira,SP
84.52,mar vermelho,AL,sao paulo,SP
84.52,sao goncalo,RJ,mogi guacu,SP
84.52,concordia,SC,sao pedro,SP
84.52,mar vermelho,AL,sao paulo,SP
84.51,presidente prudente,SP,uberlandia,MG
84.45,veranopolis,RS,londrina,PR
84.44,teixeira de freitas,BA,curitiba,PR
84.41,tramandai,RS,sao luis,MA
84.41,maquine,RS,sao luis,MA
84.39,teresina,PI,presidente prudente,SP
84.39,pelotas,RS,sao luis,MA
84.38,nova olimpia,MT,ilicinea,MG
84.3,araguaina,TO,itajobi,SP
84.15,niteroi,RJ,sao paulo,SP
84.15,niteroi,RJ,sao paulo,SP
84.15,aguas belas,PE,porto alegre,RS
84.14,taio,SC,sao paulo,SP
84.1,petrolina,PE,uberlandia,MG
84.1,florianopolis,SC,caxias do sul,RS
84.07,fortaleza,CE,itajai,SP
84.06,rio de janeiro,RJ,sao paulo,SP
84.0,vilhena,RO,sao jose do rio preto,SP
83.97,campina grande,PB,sao paulo,SP
83.96,boa vista,RR,piracicaba,SP
83.96,boa vista,RR,piracicaba,SP
83.93,florianopolis,SC,tiradentes,MG
83.91,salvador,BA,bauru,SP
83.9,campina grande,PB,porto alegre,RS
83.83,irece,BA,sao paulo,SP
83.83,irece,BA,sao paulo,SP
83.83,irece,BA,sao paulo,SP
83.83,irece,BA,sao paulo,SP
83.83,irece,BA,sao paulo,SP
83.83,irece,BA,sao paulo,SP
83.79,palmas,TO,sao paulo,SP
83.79,palmas,TO,sao paulo,SP
83.78,palmas,TO,sao paulo,SP
83.75,nova ponte,MG,ilicinea,MG
83.72,bocaina,PI,guarulhos,SP
83.68,frei martinho,PB,campo limpo paulista,SP
83.68,pombal,PB,sao paulo,SP
83.68,pombal,PB,sao paulo,SP
83.66,cicero dantas,BA,itaquaquecetuba,SP
83.66,cicero dantas,BA,itaquaquecetuba,SP
83.66,cicero dantas,BA,itaquaquecetuba,SP
83.66,cicero dantas,BA,itaquaquecetuba,SP
83.65,jacobina,BA,santa barbara d´oeste,SP
83.64,rio de janeiro,RJ,sao paulo,SP
83.61,juiz de fora,MG,cachoeirinha,RS
83.61,vicosa,MG,cachoeirinha,RS
83.61,juiz de fora,MG,cachoeirinha,RS
83.61,divinesia,MG,cachoeirinha,RS
83.61,recife,PE,sao jose do rio preto,SP
83.61,sao jose do rio preto,SP,cachoeirinha,RS
83.6,nova friburgo,RJ,cachoeirinha,RS
83.59,araraquara,SP,rolandia,PR
83.54,araguaina,TO,sao paulo,SP
83.53,sao jose dos campos,SP,curitiba,PR
83.47,picui,PB,sao paulo,SP
83.46,taiobeiras,MG,sao paulo,SP
83.4,braganca paulista,SP,curitiba,PR
83.4,piracicaba,SP,curitiba,PR
83.34,entre rios de minas,MG,porto alegre,RS
83.34,jequie,BA,alfenas,MG
83.32,canoinhas,SC,jaboticabal,SP
83.27,petrolina,PE,novo hamburgo,RS
83.27,cajazeiras,PB,sao jose do rio preto,SP
83.25,contagem,MG,curitibanos,SC
83.13,araruna,PR,sao paulo,SP
83.13,sobral,CE,sao paulo,SP
83.13,mambai,GO,sao paulo,SP
83.1,belem,PA,cascavel,PR
83.09,rio de janeiro,RJ,itaquaquecetuba,SP
83.07,niteroi,RJ,osasco,SP
83.04,martinopolis,SP,limeira,SP
83.04,bariri,SP,sorocaba,SP
82.99,sao luis,MA,itauna,MG
82.96,valenca,BA,cascavel,PR
82.93,maringa,PR,brasilia,DF
82.92,divinopolis,MG,sao paulo,SP
82.92,simonesia,MG,sao paulo,SP
82.92,nova andradina,MS,sao paulo,SP
82.92,querencia,MT,divinopolis,MG
82.92,querencia,MT,divinopolis,MG
82.91,iaciara,GO,brasilia,DF
82.91,pirapora,MG,sao paulo,SP
82.86,anapolis,GO,ibitinga,SP
82.86,igaratinga,MG,ibitinga,SP
82.84,nova iguacu,RJ,itaquaquecetuba,SP
82.84,nova iguacu,RJ,itaquaquecetuba,SP
82.82,teresina,PI,jacutinga,MG
82.82,floriano,PI,baependi,MG
82.76,santa quiteria,CE,fazenda rio grande,PR
82.73,escada,PE,sao paulo,SP
82.7,kalore,PR,sao paulo,SP
82.7,sao paulo,SP,curitiba,PR
82.7,rio de janeiro,RJ,itaquaquecetuba,SP
82.7,barbacena,MG,uba,MG
82.7,rio de janeiro,RJ,uba,MG
82.67,manaus,AM,balneario camboriu,SC
82.63,sao mateus,ES,itaquaquecetuba,SP
82.63,barra do ribeiro,RS,sao paulo,SP
82.62,itapira,SP,lages,SC
82.61,rio de janeiro,RJ,amparo,SP
82.58,belo horizonte,MG,ibitinga,SP
82.57,florianopolis,SC,santa barbara d´oeste,SP
82.56,sao paulo,SP,rio de janeiro,RJ
82.55,niteroi,RJ,pedreira,SP
82.51,biguacu,SC,lajeado,RS
82.5,camocim,CE,itaquaquecetuba,SP
82.5,camocim,CE,itaquaquecetuba,SP
82.49,sao francisco do guapore,RO,recife,PE
82.48,gravatai,RS,sao paulo,SP
82.48,boninal,BA,curitiba,PR
82.48,boninal,BA,curitiba,PR
82.44,porto alegre,RS,ilicinea,MG
82.44,porto alegre,RS,ilicinea,MG
82.42,novo hamburgo,RS,lauro de freitas,BA
82.42,porto alegre,RS,lauro de freitas,BA
82.4,sao paulo,SP,amparo,SP
82.4,sao paulo,SP,amparo,SP
82.37,rio de janeiro,RJ,sao paulo,SP
82.35,canaa dos carajas,PA,curitibanos,SC
82.35,paulista,PE,itaquaquecetuba,SP
82.35,porto alegre,RS,mogi guacu,SP
82.33,juiz de fora,MG,itaquaquecetuba,SP
82.31,juazeiro do norte,CE,florianopolis,SC
82.31,vitoria,ES,sao paulo,SP
82.31,vitoria,ES,sao paulo,SP
82.29,petrolina,PE,osasco,SP
82.28,recife,PE,itaquaquecetuba,SP
82.19,manaus,AM,serra negra,SP
82.17,mandaguari,PR,brusque,SC
82.12,bituruna,PR,scao jose do rio pardo,SP
82.09,sao paulo,SP,itaquaquecetuba,SP
82.08,capitao poco,PA,sao jose do rio preto,SP
82.08,recife,PE,sao jose do rio preto,SP
82.07,ouricuri,PE,campo limpo paulista,SP
82.07,recife,PE,campo limpo paulista,SP
82.07,anapolis,GO,londrina,PR
82.02,rio de janeiro,RJ,itauna,MG
82.01,recife,PE,campo limpo paulista,SP
81.93,brusque,SC,tubarao,SC
81.93,sao paulo,SP,baependi,MG
81.92,sao joao del rei,MG,juiz de fora,MG
81.85,santa maria,RS,sao luis,MA
81.85,santo antonio da patrulha,RS,itajobi,SP
81.83,diadema,SP,sao paulo,SP
81.8,tiangua,CE,sao paulo,SP
81.79,foz do iguacu,PR,sao paulo,SP
81.79,bonfim,RR,maringa,PR
